,DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,Latitude,Longitude,FRP
92014,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.24,-10.73915,-62.80925,48.4
92015,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.07,-10.74044,-62.81873,50.6
92016,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,2.0,0.0,0.27,-10.74173,-62.82821,21.3
92017,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.31,-10.74961,-62.81743,9.8
92041,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,ESPIGÃO D'OESTE,Amazônia,3.0,0.0,0.35,-11.20356,-60.74202,6.4
92057,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GUAJARÁ-MIRIM,Amazônia,3.0,0.0,0.88,-11.61512,-65.04755,11.9
92058,2022-08-31 02:26:00,TERRA_M-M,Brasil,RONDÔNIA,ALTO ALEGRE DOS PARECIS,Amazônia,2.0,0.0,1.0,-12.12507,-61.92908,6.2
92078,2022-08-31 02:26:00,TERRA_M-M,Brasil,RONDÔNIA,COSTA MARQUES,Amazônia,2.0,0.0,1.0,-12.2572,-64.34772,9.1
92079,2022-08-31 02:26:00,TERRA_M-M,Brasil,RONDÔNIA,VILHENA,Amazônia,12.0,0.0,0.95,-12.46033,-60.33331,11.1
92080,2022-08-31 02:26:00,TERRA_M-M,Brasil,RONDÔNIA,VILHENA,Amazônia,12.0,0.0,1.0,-12.6903,-60.27031,5.1
92081,2022-08-31 02:26:00,TERRA_M-M,Brasil,RONDÔNIA,VILHENA,Amazônia,13.0,0.0,1.0,-12.69165,-60.27962,4.8
92082,2022-08-31 02:26:00,TERRA_M-M,Brasil,RONDÔNIA,VILHENA,Amazônia,12.0,0.0,1.0,-12.80382,-60.22791,5.1
92146,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.07,-8.22069,-62.80079,4.1
92147,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.18,-8.47708,-62.66155,13.8
92166,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.18,-8.47836,-62.67067,5.4
92167,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.18,-8.48928,-62.55178,5.1
92188,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.27,-8.58647,-62.45737,9.1
92189,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.27,-8.59674,-62.46513,7.0
92190,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.29,-8.61346,-62.45346,8.0
92191,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.3,-8.61738,-62.41591,31.7
92192,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.31,-8.62637,-62.4146,24.6
92193,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.31,-8.63536,-62.41329,15.6
92194,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.31,-8.64308,-62.40294,6.9
92195,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.32,-8.66166,-62.4036,24.7
92196,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.31,-8.66293,-62.41267,7.0
92197,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.32,-8.67065,-62.40229,7.2
92198,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.3,-8.67445,-62.42951,51.8
92199,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.3,-8.67572,-62.43859,10.2
92200,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.29,-8.67699,-62.44766,6.9
92201,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.3,-8.68345,-62.42821,29.0
92219,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.33,-8.71689,-62.40486,24.1
92220,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.3,-8.71943,-62.423,33.5
92221,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.29,-8.7207,-62.43207,74.7
92222,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.28,-8.72198,-62.44114,9.3
92252,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.99,-9.19512,-64.22221,13.2
92253,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,1.0,0.0,0.38,-9.31193,-63.24231,16.2
92254,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,1.0,0.0,0.65,-9.31452,-63.20696,7.5
92255,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,2.0,0.0,0.61,-9.31581,-63.21646,5.5
92256,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,1.0,0.0,0.57,-9.3171,-63.22598,21.2
92257,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,2.0,0.0,0.59,-9.36439,-63.22892,79.4
92258,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,2.0,0.0,0.11,-9.36571,-63.23848,51.0
92259,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.32,-9.42667,-64.36052,15.1
92260,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.31,-9.42811,-64.37117,14.3
92261,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.93,-9.51229,-64.46301,8.9
92262,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.9,-9.51375,-64.4739,6.6
92263,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.99,-9.51553,-62.99261,7.2
92264,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.44,-9.54797,-64.3596,7.0
92265,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.41,-9.54944,-64.37034,5.1
92266,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.89,-9.54965,-64.27716,5.0
92267,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.7,-9.55497,-64.16921,6.1
92268,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.69,-9.55636,-64.17966,9.0
92269,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.66,-9.56597,-64.17825,27.9
92270,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.88,-9.59231,-64.22816,5.4
92271,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,2.0,0.0,0.92,-9.69761,-62.18598,6.0
92272,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.7,-9.74047,-63.68356,15.5
92273,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,1.0,-9.74185,-63.69354,9.6
92274,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.78,-9.74646,-63.6869,8.6
92275,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.21,-9.79854,-64.47144,7.1
92276,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.63,-9.8004,-63.80217,7.4
92277,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.27,-8.17934,-62.83471,4.4
92437,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.32,-8.65869,-62.39585,27.7
92438,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.31,-8.62116,-62.40919,34.2
92439,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.08,-8.30188,-62.77156,33.6
92440,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.08,-8.30154,-62.77912,37.8
92441,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.04,-10.72906,-62.80168,219.6
92442,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.03,-10.725,-62.82511,65.8
92443,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,JARU,Amazônia,2.0,0.0,0.53,-10.71924,-62.77591,63.1
92444,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,JARU,Amazônia,2.0,0.0,0.73,-10.71554,-62.7678,20.1
92445,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.08,-10.71517,-62.79928,648.1
92446,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,2.0,0.0,0.62,-9.35689,-63.21944,57.5
92447,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,2.0,0.0,0.58,-9.35511,-63.22702,56.9
92448,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.34,-8.96604,-62.37019,21.2
92449,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.15,-8.7955,-62.55093,21.9
92450,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.36,-8.76368,-62.39631,21.4
92451,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.33,-8.7007,-62.40274,26.8
92452,2022-08-31 05:16:00,AQUA_M-M,Brasil,RONDÔNIA,PIMENTEIRAS DO OESTE,Amazônia,12.0,0.0,1.0,-13.39689,-60.79757,51.2
92453,2022-08-31 05:16:00,AQUA_M-M,Brasil,RONDÔNIA,PIMENTEIRAS DO OESTE,Amazônia,12.0,0.0,0.97,-13.39439,-60.81266,83.0
92454,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,2.0,0.0,0.45,-10.74293,-62.80415,24.4
92455,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,JARU,Amazônia,3.0,0.0,0.16,-10.73312,-62.77819,44.9
92456,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.59,-10.71162,-62.79124,560.8
92457,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,2.0,0.0,0.18,-10.71108,-62.82273,366.7
92458,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.23,-10.70767,-62.81488,634.6
92459,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.63,-10.70126,-62.79704,479.5
92460,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.66,-10.69773,-62.78887,55.4
92461,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,2.0,0.0,0.54,-10.69712,-62.82059,143.1
92462,2022-08-31 05:14:00,AQUA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.58,-10.69376,-62.81248,72.0
98119,2022-09-01 03:13:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,3.0,0.0,0.7,-10.06961,-64.70129,21.2
98120,2022-09-01 03:13:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.45,-8.66528,-62.40295,39.4
98121,2022-09-01 03:13:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.43,-8.67289,-62.43545,34.2
98122,2022-09-01 03:13:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.44,-8.72578,-62.42111,40.5
98123,2022-09-01 03:13:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,2.0,0.0,0.54,-10.09813,-64.6964,35.5
98124,2022-09-01 03:13:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,4.0,0.0,0.3,-10.30204,-64.46371,21.5
98125,2022-09-01 03:13:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,3.0,0.0,0.3,-10.30332,-64.45711,30.1
98126,2022-09-01 03:13:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.7,-9.56503,-64.24901,37.6
98127,2022-09-01 03:13:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.93,-9.3938,-64.32013,40.5
98128,2022-09-01 03:13:00,TERRA_M-M,Brasil,RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,3.0,0.0,0.1,-9.36282,-63.25018,49.8
98129,2022-09-01 03:13:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.62,-8.91474,-62.45581,37.4
98130,2022-09-01 03:13:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.46,-8.91321,-62.46131,47.5
98131,2022-09-01 03:13:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.46,-8.83762,-62.4346,70.2
98132,2022-09-01 03:13:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.45,-8.83612,-62.44196,66.8
98158,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.5,-8.83925,-62.41935,9.5
98159,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.47,-8.83764,-62.43099,33.4
98160,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.31,-8.79311,-62.53074,15.4
98161,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,4.0,0.0,0.25,-8.78842,-62.56508,10.6
98162,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.48,-8.77087,-62.40324,7.0
98163,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.49,-8.73197,-62.38598,23.1
98164,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.47,-8.73037,-62.39767,19.2
98165,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.27,-8.71982,-62.54897,9.1
98166,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.48,-8.71141,-62.38945,13.3
98167,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.47,-8.71011,-62.39495,34.3
98168,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.46,-8.70977,-62.40104,32.9
98169,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.46,-8.69964,-62.39969,14.9
98170,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.44,-8.68627,-62.42146,9.6
98171,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.3,-8.68011,-62.53782,30.5
98172,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.44,-8.67617,-62.42005,13.5
98173,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,ARIQUEMES,Amazônia,2.0,0.0,1.0,-9.94413,-62.98908,14.4
98174,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,3.0,0.0,1.0,-9.36038,-63.22607,11.4
98175,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.55,-9.39135,-64.30899,13.7
98176,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.47,-9.42133,-64.36201,6.0
98177,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.2,-9.44888,-65.43587,8.2
98178,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.91,-9.55581,-64.24684,7.0
98179,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.79,-9.56538,-64.17912,7.2
98180,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.72,-9.56643,-64.23852,7.1
98181,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,ALTO PARAÍSO,Amazônia,3.0,0.0,0.34,-9.5922,-63.0951,7.5
98182,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,3.0,0.0,0.67,-10.07001,-64.70796,8.7
98183,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,3.0,0.0,0.63,-10.07136,-64.69854,13.9
98184,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,2.0,0.0,0.87,-10.09237,-64.68231,20.9
98185,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,4.0,0.0,0.29,-10.29075,-64.45066,5.7
98186,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,3.0,0.0,0.29,-10.29999,-64.45198,10.6
98187,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.2,-10.6,-63.4862,13.4
98188,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.36,-10.71176,-62.81827,14.2
98189,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.2,-8.28866,-62.777,7.4
98190,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.2,-8.29008,-62.78285,11.5
98191,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.32,-8.48562,-62.61366,18.7
98192,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.41,-8.59956,-62.46163,6.7
98193,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.43,-8.60119,-62.45012,7.4
98194,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.45,-8.65919,-62.394,18.6
98195,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,4.0,0.0,0.35,-8.85662,-62.51609,13.1
98196,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.86,-8.9056,-62.45787,45.5
98197,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.31,-8.90616,-62.52864,7.5
98198,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.3,-8.91622,-62.53003,8.6
98199,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.31,-8.91782,-62.51852,12.4
98200,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,1.0,-9.19197,-64.21926,7.9
98201,2022-09-01 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,3.0,0.0,0.37,-9.3589,-63.23668,13.0
104823,2022-09-02 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,4.0,0.0,0.38,-10.54634,-64.19036,31.7
104824,2022-09-02 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,5.0,0.0,0.65,-10.37099,-64.55435,41.0
104825,2022-09-02 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,5.0,0.0,0.66,-10.36948,-64.56088,24.7
104826,2022-09-02 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,5.0,0.0,0.65,-10.3671,-64.54238,20.6
104827,2022-09-02 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,4.0,0.0,0.92,-10.11287,-65.00091,19.0
104828,2022-09-02 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,12.54,0.02,-8.8005,-62.53434,10.8
104829,2022-09-02 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,0.0,0.53,-9.85142,-64.99277,25.8
104830,2022-09-02 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,0.0,0.36,-9.7973,-64.46741,21.5
104831,2022-09-02 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,0.0,0.75,-9.73985,-64.93343,27.4
104832,2022-09-02 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,ALTO PARAÍSO,Amazônia,4.0,0.0,0.39,-9.59711,-63.1022,9.4
104833,2022-09-02 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,0.13,0.18,-9.57789,-66.17508,27.1
104834,2022-09-02 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,0.11,0.18,-9.57348,-66.18092,36.8
104835,2022-09-02 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,0.2,0.28,-9.56383,-66.17685,26.5
104836,2022-09-02 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,0.2,0.86,-9.56144,-64.24482,40.3
104837,2022-09-02 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,0.2,0.85,-9.55927,-64.22778,66.9
104838,2022-09-02 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,4.0,0.0,0.71,-9.97123,-65.12734,16.3
104839,2022-09-02 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,2.6,0.22,-8.40444,-62.75865,12.1
104840,2022-09-02 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,2.66,0.21,-8.39884,-62.75372,11.9
104841,2022-09-02 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,5.73,0.08,-8.29417,-62.78008,9.4
104842,2022-09-02 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,6.13,0.07,-8.28534,-62.79419,18.0
104843,2022-09-02 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,6.06,0.07,-8.28364,-62.78151,17.8
104844,2022-09-02 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,3.0,0.0,0.93,-10.10041,-64.68321,22.9
